"nome_produto","qtd_vendida","mes","pais","regiao","cidade","Excesso"
"Pavlova","6",2,"Argentina",NULL,"Buenos Aires",True
"Pavlova","30",2,"Brazil","RJ","Rio de Janeiro",True
"Pavlova","16",2,"Canada","Québec","Montréal",True
"Pavlova","12",2,"France",NULL,"Marseille",True
"Pavlova","20",2,"France",NULL,"Toulouse",True
"Pavlova","15",2,"Norway",NULL,"Stavern",True
"Pavlova","49",2,"USA","ID","Boise",True
"Pavlova","18",3,"Austria",NULL,"Salzburg",True
"Pavlova","30",3,"France",NULL,"Marseille",True
"Pavlova","36",3,"Ireland","Co. Cork","Cork",True
"Pavlova","55",3,"USA","ID","Boise",True
"Pavlova","35",3,"USA","WA","Seattle",True
"Pavlova","52",3,"Venezuela","Nueva Esparta","I. de Margarita",True
"Pavlova","50",4,"Germany",NULL,"Cunewalde",True
"Pavlova","14",5,"Denmark",NULL,"Kobenhavn",True
"Pavlova","14",5,"Finland",NULL,"Oulu",True
"Pavlova","30",5,"Germany",NULL,"Frankfurt a.M.",True
"Pavlova","30",5,"Germany",NULL,"Köln",True
"Pavlova","40",5,"Portugal",NULL,"Lisboa",True
"Pavlova","2",5,"USA","NM","Albuquerque",True
"Pavlova","3",5,"USA","WA","Seattle",True
"Pavlova","12",6,"Sweden",NULL,"Luleå",True
"Pavlova","60",7,"Austria",NULL,"Graz",True
"Pavlova","30",7,"Canada","Québec","Montréal",True
"Pavlova","35",7,"Switzerland",NULL,"Genève",True
"Pavlova","40",8,"Brazil","RJ","Rio de Janeiro",True
"Pavlova","3",9,"Finland",NULL,"Helsinki",True
"Pavlova","10",9,"France",NULL,"Nantes",True
"Pavlova","30",9,"Germany",NULL,"München",True
"Pavlova","50",9,"USA","AK","Anchorage",True
"Pavlova","10",9,"USA","OR","Portland",True
"Pavlova","30",9,"Venezuela","Lara","Barquisimeto",True
"Pavlova","20",10,"Germany",NULL,"Brandenburg",True
"Pavlova","20",10,"USA","AK","Anchorage",True
"Pavlova","21",10,"USA","ID","Boise",True
"Pavlova","15",11,"France",NULL,"Marseille",True
"Pavlova","3",11,"France",NULL,"Paris",True
"Pavlova","56",11,"UK",NULL,"London",True
"Pavlova","65",12,"Austria",NULL,"Graz",True
"Pavlova","20",12,"Germany",NULL,"Leipzig",True
"Perth Pasties","15",1,"Brazil","RJ","Rio de Janeiro",True
"Perth Pasties","10",1,"Finland",NULL,"Oulu",True
"Perth Pasties","20",1,"Germany",NULL,"Aachen",True
"Perth Pasties","9",1,"Germany",NULL,"Köln",True
"Perth Pasties","65",2,"Finland",NULL,"Oulu",True
"Perth Pasties","3",2,"USA","OR","Portland",True
"Perth Pasties","20",3,"Germany",NULL,"Cunewalde",True
"Perth Pasties","2",3,"UK","Isle of Wight","Cowes",True
"Perth Pasties","28",3,"USA","NM","Albuquerque",True
"Perth Pasties","10",4,"Italy",NULL,"Reggio Emilia",True
"Perth Pasties","6",4,"Mexico",NULL,"México D.F.",True
"Perth Pasties","5",4,"Norway",NULL,"Stavern",True
"Perth Pasties","70",4,"Switzerland",NULL,"Genève",True
"Perth Pasties","10",4,"USA","WA","Seattle",True
"Perth Pasties","25",5,"USA","ID","Boise",True
"Perth Pasties","25",6,"Mexico",NULL,"México D.F.",True
"Perth Pasties","18",6,"UK","Essex","Colchester",True
"Perth Pasties","15",7,"Brazil","SP","Resende",True
"Perth Pasties","25",8,"Brazil","SP","Sao Paulo",True
"Perth Pasties","36",8,"Germany",NULL,"Cunewalde",True
"Perth Pasties","12",8,"Sweden",NULL,"Luleå",True
"Perth Pasties","10",9,"Germany",NULL,"München",True
"Perth Pasties","20",9,"Germany",NULL,"Stuttgart",True
"Perth Pasties","10",9,"Spain",NULL,"Madrid",True
"Perth Pasties","3",10,"Ireland","Co. Cork","Cork",True
"Perth Pasties","120",10,"USA","ID","Boise",True
"Perth Pasties","20",12,"Ireland","Co. Cork","Cork",True
"Perth Pasties","40",12,"UK",NULL,"London",True
"Perth Pasties","70",12,"Venezuela","Táchira","San Cristóbal",True
"Queso Cabrales","25",1,"Germany",NULL,"Frankfurt a.M.",False
"Queso Cabrales","30",1,"Germany",NULL,"Köln",False
"Queso Cabrales","15",1,"Mexico",NULL,"México D.F.",False
"Queso Cabrales","20",1,"Venezuela","Lara","Barquisimeto",False
"Queso Cabrales","30",2,"Austria",NULL,"Graz",False
"Queso Cabrales","40",2,"Ireland","Co. Cork","Cork",False
"Queso Cabrales","6",2,"Italy",NULL,"Reggio Emilia",False
"Queso Cabrales","6",2,"Sweden",NULL,"Bräcke",False
"Queso Cabrales","10",2,"UK",NULL,"London",False
"Queso Cabrales","40",2,"USA","NM","Albuquerque",False
"Queso Cabrales","30",3,"Argentina",NULL,"Buenos Aires",False
"Queso Cabrales","15",3,"Austria",NULL,"Salzburg",False
"Queso Cabrales","15",3,"Brazil","RJ","Rio de Janeiro",False
"Queso Cabrales","10",3,"Brazil","SP","Sao Paulo",False
"Queso Cabrales","5",3,"Canada","BC","Tsawassen",False
"Queso Cabrales","2",3,"Mexico",NULL,"México D.F.",False
"Queso Cabrales","5",3,"Venezuela","Táchira","San Cristóbal",False
"Queso Cabrales","10",4,"France",NULL,"Paris",False
"Queso Cabrales","15",5,"Finland",NULL,"Oulu",False
"Queso Cabrales","15",5,"Germany",NULL,"Brandenburg",False
"Queso Cabrales","60",5,"Mexico",NULL,"México D.F.",False
"Queso Cabrales","3",5,"USA","OR","Eugene",False
"Queso Cabrales","10",5,"USA","WA","Walla Walla",False
"Queso Cabrales","15",6,"Canada","Québec","Montréal",False
"Queso Cabrales","35",6,"France",NULL,"Strasbourg",False
"Queso Cabrales","12",7,"France",NULL,"Reims",False
"Queso Cabrales","14",7,"Germany",NULL,"Mannheim",False
"Queso Cabrales","10",8,"Brazil","SP","Sao Paulo",False
"Queso Cabrales","12",9,"Venezuela","Lara","Barquisimeto",False
"Queso Cabrales","15",10,"Austria",NULL,"Graz",False
"Queso Cabrales","50",10,"Sweden",NULL,"Bräcke",False
"Queso Cabrales","12",11,"Austria",NULL,"Salzburg",False
"Queso Cabrales","24",11,"Mexico",NULL,"México D.F.",False
"Queso Cabrales","5",11,"UK",NULL,"London",False
"Queso Cabrales","15",12,"Brazil","RJ","Rio de Janeiro",False
"Queso Cabrales","20",12,"Germany",NULL,"Aachen",False
"Queso Cabrales","50",12,"UK",NULL,"London",False
"Queso Manchego La Pastora","15",2,"Canada","Québec","Montréal",True
"Queso Manchego La Pastora","50",3,"Austria",NULL,"Graz",True
"Queso Manchego La Pastora","4",4,"Brazil","SP","Campinas",True
"Queso Manchego La Pastora","20",4,"Germany",NULL,"Stuttgart",True
"Queso Manchego La Pastora","20",4,"USA","OR","Portland",True
"Queso Manchego La Pastora","15",5,"Germany",NULL,"Frankfurt a.M.",True
"Queso Manchego La Pastora","2",5,"USA","NM","Albuquerque",True
"Queso Manchego La Pastora","30",5,"Venezuela","Lara","Barquisimeto",True
"Queso Manchego La Pastora","12",7,"Finland",NULL,"Oulu",True
"Queso Manchego La Pastora","36",8,"Austria",NULL,"Graz",True
"Queso Manchego La Pastora","100",9,"USA","ID","Boise",True
"Queso Manchego La Pastora","4",10,"Finland",NULL,"Helsinki",True
"Queso Manchego La Pastora","36",10,"Germany",NULL,"Brandenburg",True
"Raclette Courdavault","70",1,"Austria",NULL,"Graz",True
"Raclette Courdavault","50",1,"Belgium",NULL,"Charleroi",True
"Raclette Courdavault","42",1,"Brazil","RJ","Rio de Janeiro",True
"Raclette Courdavault","20",1,"Brazil","SP","Campinas",True
"Raclette Courdavault","25",1,"Canada","BC","Tsawassen",True
"Raclette Courdavault","15",1,"Germany",NULL,"Berlin",True
"Raclette Courdavault","40",1,"Venezuela","Lara","Barquisimeto",True
"Raclette Courdavault","40",2,"Belgium",NULL,"Bruxelles",True
"Raclette Courdavault","36",2,"Germany",NULL,"Brandenburg",True
"Raclette Courdavault","12",3,"France",NULL,"Lille",True
"Raclette Courdavault","30",3,"Germany",NULL,"München",True
"Raclette Courdavault","4",3,"UK",NULL,"London",True
"Raclette Courdavault","60",3,"USA","NM","Albuquerque",True
"Raclette Courdavault","60",3,"Venezuela","Táchira","San Cristóbal",True
"Raclette Courdavault","110",4,"Austria",NULL,"Graz",True
"Raclette Courdavault","18",4,"Denmark",NULL,"Århus",True
"Raclette Courdavault","10",4,"Finland",NULL,"Helsinki",True
"Raclette Courdavault","30",4,"Germany",NULL,"Aachen",True
"Raclette Courdavault","24",4,"Germany",NULL,"Brandenburg",True
"Raclette Courdavault","4",4,"UK",NULL,"London",True
"Raclette Courdavault","100",4,"USA","ID","Boise",True
"Raclette Courdavault","30",4,"USA","WA","Seattle",True
"Raclette Courdavault","2",5,"Argentina",NULL,"Buenos Aires",True
"Raclette Courdavault","15",5,"Mexico",NULL,"México D.F.",True
"Raclette Courdavault","12",6,"Germany",NULL,"Leipzig",True
"Raclette Courdavault","40",6,"Ireland","Co. Cork","Cork",True
"Raclette Courdavault","20",7,"Canada","Québec","Montréal",True
"Raclette Courdavault","70",7,"Germany",NULL,"München",True
"Raclette Courdavault","30",7,"Switzerland",NULL,"Genève",True
"Raclette Courdavault","30",7,"USA","OR","Eugene",True
"Raclette Courdavault","35",7,"Venezuela","Táchira","San Cristóbal",True
"Raclette Courdavault","6",8,"Italy",NULL,"Bergamo",True
"Raclette Courdavault","15",8,"Sweden",NULL,"Luleå",True
"Raclette Courdavault","12",9,"France",NULL,"Strasbourg",True
"Raclette Courdavault","30",9,"Ireland","Co. Cork","Cork",True
"Raclette Courdavault","10",9,"Mexico",NULL,"México D.F.",True
"Raclette Courdavault","1",9,"USA","OR","Portland",True
"Raclette Courdavault","9",10,"Denmark",NULL,"Kobenhavn",True
"Raclette Courdavault","25",10,"Germany",NULL,"Cunewalde",True
"Raclette Courdavault","42",10,"Ireland","Co. Cork","Cork",True
"Raclette Courdavault","9",10,"Portugal",NULL,"Lisboa",True
"Raclette Courdavault","35",10,"Sweden",NULL,"Bräcke",True
"Raclette Courdavault","8",10,"USA","AK","Anchorage",True
"Raclette Courdavault","40",10,"USA","ID","Boise",True
"Raclette Courdavault","25",11,"Finland",NULL,"Oulu",True
"Raclette Courdavault","45",11,"Germany",NULL,"Cunewalde",True
"Raclette Courdavault","10",11,"Italy",NULL,"Reggio Emilia",True
"Raclette Courdavault","6",11,"UK","Isle of Wight","Cowes",True
"Raclette Courdavault","7",11,"USA","ID","Boise",True
"Raclette Courdavault","15",12,"Brazil","SP","Resende",True
"Raclette Courdavault","25",12,"Germany",NULL,"Brandenburg",True
"Raclette Courdavault","25",12,"Germany",NULL,"Frankfurt a.M.",True
"Raclette Courdavault","12",12,"Norway",NULL,"Stavern",True
"Ravioli Angelo","24",1,"Austria",NULL,"Graz",True
"Ravioli Angelo","10",1,"Brazil","RJ","Rio de Janeiro",True
"Ravioli Angelo","20",1,"Finland",NULL,"Oulu",True
"Ravioli Angelo","15",1,"France",NULL,"Strasbourg",True
"Ravioli Angelo","15",1,"Venezuela","Lara","Barquisimeto",True
"Ravioli Angelo","20",2,"Argentina",NULL,"Buenos Aires",True
"Ravioli Angelo","15",2,"Germany",NULL,"Münster",True
"Ravioli Angelo","30",3,"Switzerland",NULL,"Genève",True
"Ravioli Angelo","15",3,"USA","ID","Boise",True
"Ravioli Angelo","28",4,"Venezuela","Nueva Esparta","I. de Margarita",True
"Ravioli Angelo","20",4,"Venezuela","Táchira","San Cristóbal",True
"Ravioli Angelo","5",5,"Mexico",NULL,"México D.F.",True
"Ravioli Angelo","4",6,"Germany",NULL,"Mannheim",True
"Ravioli Angelo","6",6,"UK",NULL,"London",True
"Ravioli Angelo","20",7,"Austria",NULL,"Salzburg",True
"Ravioli Angelo","15",7,"France",NULL,"Lyon",True
"Ravioli Angelo","50",7,"Germany",NULL,"Köln",True
"Ravioli Angelo","2",8,"Spain",NULL,"Madrid",True
"Ravioli Angelo","16",10,"Spain",NULL,"Madrid",True
"Ravioli Angelo","40",10,"UK","Essex","Colchester",True
"Ravioli Angelo","25",11,"Austria",NULL,"Graz",True
"Ravioli Angelo","14",11,"France",NULL,"Marseille",True
"Ravioli Angelo","25",11,"UK","Essex","Colchester",True
"Rhönbräu Klosterbier","20",1,"Argentina",NULL,"Buenos Aires",True
"Rhönbräu Klosterbier","14",2,"France",NULL,"Paris",True
"Rhönbräu Klosterbier","24",2,"France",NULL,"Strasbourg",True
"Rhönbräu Klosterbier","4",2,"Sweden",NULL,"Bräcke",True
"Rhönbräu Klosterbier","120",2,"USA","ID","Boise",True
"Rhönbräu Klosterbier","20",3,"Brazil","SP","Campinas",True
"Rhönbräu Klosterbier","10",3,"Canada","BC","Tsawassen",True
"Rhönbräu Klosterbier","20",3,"France",NULL,"Marseille",True
"Rhönbräu Klosterbier","10",3,"France",NULL,"Versailles",True
"Rhönbräu Klosterbier","49",3,"Germany",NULL,"München",True
"Rhönbräu Klosterbier","10",3,"Mexico",NULL,"México D.F.",True
"Rhönbräu Klosterbier","52",3,"Sweden",NULL,"Bräcke",True
"Rhönbräu Klosterbier","6",3,"Sweden",NULL,"Luleå",True
"Rhönbräu Klosterbier","50",3,"Switzerland",NULL,"Genève",True
"Rhönbräu Klosterbier","36",3,"Venezuela","Táchira","San Cristóbal",True
"Rhönbräu Klosterbier","50",4,"Austria",NULL,"Graz",True
"Rhönbräu Klosterbier","30",4,"Poland",NULL,"Warszawa",True
"Rhönbräu Klosterbier","36",4,"USA","ID","Boise",True
"Rhönbräu Klosterbier","4",5,"USA","NM","Albuquerque",True
"Rhönbräu Klosterbier","30",5,"Venezuela","Táchira","San Cristóbal",True
"Rhönbräu Klosterbier","50",6,"Brazil","SP","Sao Paulo",True
"Rhönbräu Klosterbier","20",6,"Germany",NULL,"Frankfurt a.M.",True
"Rhönbräu Klosterbier","15",6,"Sweden",NULL,"Luleå",True
"Rhönbräu Klosterbier","21",6,"USA","CA","San Francisco",True
"Rhönbräu Klosterbier","20",6,"USA","WA","Kirkland",True
"Rhönbräu Klosterbier","30",7,"USA","WA","Seattle",True
"Rhönbräu Klosterbier","40",7,"Venezuela","Táchira","San Cristóbal",True
"Rhönbräu Klosterbier","2",8,"France",NULL,"Lille",True
"Rhönbräu Klosterbier","8",8,"France",NULL,"Toulouse",True
"Rhönbräu Klosterbier","6",8,"Mexico",NULL,"México D.F.",True
"Rhönbräu Klosterbier","30",8,"Sweden",NULL,"Luleå",True
"Rhönbräu Klosterbier","6",8,"USA","NM","Albuquerque",True
"Rhönbräu Klosterbier","25",9,"Germany",NULL,"München",True
"Rhönbräu Klosterbier","10",9,"Germany",NULL,"Stuttgart",True
"Rhönbräu Klosterbier","30",9,"Mexico",NULL,"México D.F.",True
"Rhönbräu Klosterbier","50",10,"Spain",NULL,"Madrid",True
"Rhönbräu Klosterbier","42",10,"USA","ID","Boise",True
"Rhönbräu Klosterbier","6",11,"Brazil","SP","Sao Paulo",True
"Rhönbräu Klosterbier","12",11,"Germany",NULL,"Aachen",True
"Rhönbräu Klosterbier","20",11,"Ireland","Co. Cork","Cork",True
"Rhönbräu Klosterbier","7",12,"Austria",NULL,"Graz",True
"Rhönbräu Klosterbier","42",12,"Brazil","SP","Sao Paulo",True
"Rhönbräu Klosterbier","40",12,"Germany",NULL,"Cunewalde",True
"Rhönbräu Klosterbier","18",12,"USA","NM","Albuquerque",True
"Rhönbräu Klosterbier","10",12,"Venezuela","DF","Caracas",True
"Röd Kaviar","20",1,"Brazil","SP","Resende",True
"Röd Kaviar","10",2,"Argentina",NULL,"Buenos Aires",True
"Röd Kaviar","20",3,"Germany",NULL,"München",True
"Röd Kaviar","24",5,"Sweden",NULL,"Bräcke",True
"Röd Kaviar","9",5,"Switzerland",NULL,"Genève",True
"Röd Kaviar","2",5,"USA","NM","Albuquerque",True
"Röd Kaviar","3",6,"UK","Essex","Colchester",True
"Röd Kaviar","30",7,"USA","OR","Elgin",True
"Röd Kaviar","25",8,"Sweden",NULL,"Luleå",True
"Röd Kaviar","35",8,"USA","ID","Boise",True
"Röd Kaviar","50",9,"Germany",NULL,"München",True
"Röd Kaviar","35",10,"Sweden",NULL,"Bräcke",True
"Röd Kaviar","15",10,"USA","WA","Seattle",True
"Röd Kaviar","15",11,"Switzerland",NULL,"Genève",True
"Rogede sild","36",1,"USA","ID","Boise",False
"Rogede sild","15",2,"Belgium",NULL,"Bruxelles",False
"Rogede sild","30",3,"Denmark",NULL,"Århus",False
"Rogede sild","30",3,"Venezuela","Nueva Esparta","I. de Margarita",False
"Rogede sild","21",4,"Mexico",NULL,"México D.F.",False
"Rogede sild","20",4,"Spain",NULL,"Madrid",False
"Rogede sild","100",5,"Germany",NULL,"Cunewalde",False
"Rogede sild","20",8,"Venezuela","Nueva Esparta","I. de Margarita",False
"Rogede sild","110",10,"USA","ID","Boise",False
"Rogede sild","40",11,"Finland",NULL,"Oulu",False
"Rogede sild","4",11,"Italy",NULL,"Torino",False
"Rogede sild","40",11,"USA","WA","Seattle",False
"Rogede sild","27",12,"Austria",NULL,"Graz",False
"Rogede sild","15",12,"UK",NULL,"London",False
"Rössle Sauerkraut","42",1,"Brazil","SP","Sao Paulo",True
"Rössle Sauerkraut","30",2,"Belgium",NULL,"Charleroi",True
"Rössle Sauerkraut","3",2,"Finland",NULL,"Helsinki",True
"Rössle Sauerkraut","12",2,"Italy",NULL,"Reggio Emilia",True
"Rössle Sauerkraut","15",2,"USA","ID","Boise",True
"Rössle Sauerkraut","8",3,"Argentina",NULL,"Buenos Aires",True
"Rössle Sauerkraut","2",3,"Germany",NULL,"Berlin",True
"Rössle Sauerkraut","18",3,"Mexico",NULL,"México D.F.",True
"Rössle Sauerkraut","30",3,"Sweden",NULL,"Luleå",True
"Rössle Sauerkraut","20",3,"Venezuela","Táchira","San Cristóbal",True
"Rössle Sauerkraut","105",4,"Austria",NULL,"Graz",True
"Rössle Sauerkraut","8",4,"France",NULL,"Toulouse",True
"Rössle Sauerkraut","3",4,"Germany",NULL,"Mannheim",True
"Rössle Sauerkraut","20",4,"Venezuela","Lara","Barquisimeto",True
"Rössle Sauerkraut","20",4,"Venezuela","Nueva Esparta","I. de Margarita",True
"Rössle Sauerkraut","8",5,"Brazil","SP","Sao Paulo",True
"Rössle Sauerkraut","7",5,"USA","OR","Portland",True
"Rössle Sauerkraut","20",8,"Belgium",NULL,"Bruxelles",True
"Rössle Sauerkraut","15",8,"Germany",NULL,"Berlin",True
"Rössle Sauerkraut","20",8,"Germany",NULL,"Leipzig",True
"Rössle Sauerkraut","10",8,"USA","MT","Butte",True
"Rössle Sauerkraut","28",9,"Belgium",NULL,"Charleroi",True
"Rössle Sauerkraut","4",9,"Germany",NULL,"Stuttgart",True
"Rössle Sauerkraut","60",10,"Denmark",NULL,"Århus",True
"Rössle Sauerkraut","14",10,"Mexico",NULL,"México D.F.",True
"Rössle Sauerkraut","13",11,"Austria",NULL,"Graz",True
"Rössle Sauerkraut","30",11,"France",NULL,"Strasbourg",True
"Rössle Sauerkraut","20",11,"Sweden",NULL,"Luleå",True
"Rössle Sauerkraut","5",11,"USA","WA","Seattle",True
"Rössle Sauerkraut","6",12,"Norway",NULL,"Stavern",True
"Rössle Sauerkraut","44",12,"UK",NULL,"London",True
"Sasquatch Ale","10",2,"France",NULL,"Nantes",True
"Sasquatch Ale","20",2,"Germany",NULL,"Münster",True
"Sasquatch Ale","20",3,"Argentina",NULL,"Buenos Aires",True
"Sasquatch Ale","35",3,"USA","WA","Seattle",True
"Sasquatch Ale","150",4,"Austria",NULL,"Graz",True
"Sasquatch Ale","30",4,"Ireland","Co. Cork","Cork",True
"Sasquatch Ale","10",5,"Germany",NULL,"Münster",True
"Sasquatch Ale","35",5,"USA","WA","Seattle",True
"Sasquatch Ale","40",6,"Mexico",NULL,"México D.F.",True
"Sasquatch Ale","20",8,"Brazil","RJ","Rio de Janeiro",True
"Sasquatch Ale","14",9,"UK","Isle of Wight","Cowes",True
"Sasquatch Ale","14",10,"Denmark",NULL,"Århus",True
"Sasquatch Ale","12",10,"USA","ID","Boise",True
"Sasquatch Ale","36",11,"Denmark",NULL,"Århus",True
"Sasquatch Ale","10",11,"France",NULL,"Toulouse",True
"Sasquatch Ale","30",11,"USA","ID","Boise",True
"Sasquatch Ale","10",12,"Brazil","SP","Sao Paulo",True
"Sasquatch Ale","10",12,"USA","OR","Portland",True
"Schoggi Schokolade","10",1,"France",NULL,"Versailles",True
"Schoggi Schokolade","50",2,"USA","AK","Anchorage",True
"Schoggi Schokolade","30",3,"Austria",NULL,"Graz",True
"Schoggi Schokolade","25",3,"Belgium",NULL,"Charleroi",True
"Schoggi Schokolade","120",4,"Germany",NULL,"Cunewalde",True
"Schoggi Schokolade","50",7,"USA","NM","Albuquerque",True
"Schoggi Schokolade","25",7,"Venezuela","Táchira","San Cristóbal",True
"Schoggi Schokolade","15",8,"Germany",NULL,"Frankfurt a.M.",True
"Schoggi Schokolade","40",12,"Belgium",NULL,"Bruxelles",True
"Scottish Longbreads","24",1,"Brazil","SP","Sao Paulo",False
"Scottish Longbreads","30",1,"Canada","Québec","Montréal",False
"Scottish Longbreads","36",1,"Denmark",NULL,"Kobenhavn",False
"Scottish Longbreads","20",1,"Mexico",NULL,"México D.F.",False
"Scottish Longbreads","20",2,"Brazil","RJ","Rio de Janeiro",False
"Scottish Longbreads","18",2,"Spain",NULL,"Sevilla",False
"Scottish Longbreads","21",2,"Sweden",NULL,"Bräcke",False
"Scottish Longbreads","20",2,"UK",NULL,"London",False
"Scottish Longbreads","80",3,"USA","ID","Boise",False
"Scottish Longbreads","30",3,"Venezuela","Táchira","San Cristóbal",False
"Scottish Longbreads","6",4,"Argentina",NULL,"Buenos Aires",False
"Scottish Longbreads","42",4,"Canada","BC","Tsawassen",False
"Scottish Longbreads","2",4,"Spain",NULL,"Madrid",False
"Scottish Longbreads","20",5,"Belgium",NULL,"Bruxelles",False
"Scottish Longbreads","35",5,"Germany",NULL,"Cunewalde",False
"Scottish Longbreads","55",5,"USA","ID","Boise",False
"Scottish Longbreads","18",8,"Brazil","RJ","Rio de Janeiro",False
"Scottish Longbreads","15",8,"Canada","Québec","Montréal",False
"Scottish Longbreads","3",8,"Italy",NULL,"Reggio Emilia",False
"Scottish Longbreads","20",9,"Italy",NULL,"Bergamo",False
"Scottish Longbreads","15",9,"Spain",NULL,"Sevilla",False
"Scottish Longbreads","13",9,"USA","OR","Portland",False
"Scottish Longbreads","10",10,"France",NULL,"Lyon",False
"Scottish Longbreads","4",10,"Germany",NULL,"Frankfurt a.M.",False
"Scottish Longbreads","10",10,"Portugal",NULL,"Lisboa",False
"Scottish Longbreads","85",10,"USA","ID","Boise",False
"Scottish Longbreads","6",11,"USA","WY","Lander",False
"Scottish Longbreads","60",12,"Denmark",NULL,"Århus",False
"Scottish Longbreads","18",12,"France",NULL,"Lille",False
"Scottish Longbreads","40",12,"Germany",NULL,"Köln",False
"Scottish Longbreads","15",12,"Poland",NULL,"Warszawa",False
"Scottish Longbreads","8",12,"USA","WY","Lander",False
"Singaporean Hokkien Fried Mee","42",1,"Germany",NULL,"Cunewalde",True
"Singaporean Hokkien Fried Mee","40",1,"Italy",NULL,"Bergamo",True
"Singaporean Hokkien Fried Mee","20",1,"Mexico",NULL,"México D.F.",True
"Singaporean Hokkien Fried Mee","25",2,"USA","ID","Boise",True
"Singaporean Hokkien Fried Mee","50",3,"Belgium",NULL,"Charleroi",True
"Singaporean Hokkien Fried Mee","10",3,"France",NULL,"Toulouse",True
"Singaporean Hokkien Fried Mee","30",4,"Belgium",NULL,"Charleroi",True
"Singaporean Hokkien Fried Mee","20",4,"Canada","BC","Tsawassen",True
"Singaporean Hokkien Fried Mee","40",4,"Germany",NULL,"Cunewalde",True
"Singaporean Hokkien Fried Mee","20",4,"Ireland","Co. Cork","Cork",True
"Singaporean Hokkien Fried Mee","14",4,"Portugal",NULL,"Lisboa",True
"Singaporean Hokkien Fried Mee","4",4,"Spain",NULL,"Madrid",True
"Singaporean Hokkien Fried Mee","24",4,"USA","ID","Boise",True
"Singaporean Hokkien Fried Mee","30",4,"Venezuela","Táchira","San Cristóbal",True
"Singaporean Hokkien Fried Mee","28",6,"Austria",NULL,"Graz",True
"Singaporean Hokkien Fried Mee","10",7,"France",NULL,"Reims",True
"Singaporean Hokkien Fried Mee","100",7,"Germany",NULL,"Cunewalde",True
"Singaporean Hokkien Fried Mee","5",8,"Mexico",NULL,"México D.F.",True
"Singaporean Hokkien Fried Mee","20",9,"Brazil","SP","Campinas",True
"Singaporean Hokkien Fried Mee","6",9,"Finland",NULL,"Helsinki",True
"Singaporean Hokkien Fried Mee","30",9,"France",NULL,"Marseille",True
"Singaporean Hokkien Fried Mee","6",9,"France",NULL,"Nantes",True
"Singaporean Hokkien Fried Mee","2",9,"Ireland","Co. Cork","Cork",True
"Singaporean Hokkien Fried Mee","40",9,"USA","AK","Anchorage",True
"Singaporean Hokkien Fried Mee","10",10,"Canada","Québec","Montréal",True
"Singaporean Hokkien Fried Mee","9",11,"Germany",NULL,"Cunewalde",True
"Singaporean Hokkien Fried Mee","28",11,"Switzerland",NULL,"Bern",True
"Singaporean Hokkien Fried Mee","12",12,"Austria",NULL,"Graz",True
"Singaporean Hokkien Fried Mee","2",12,"Belgium",NULL,"Charleroi",True
"Singaporean Hokkien Fried Mee","20",12,"Brazil","SP","Campinas",True
"Sir Rodney's Marmalade","5",1,"Argentina",NULL,"Buenos Aires",True
"Sir Rodney's Marmalade","20",2,"Germany",NULL,"Cunewalde",True
"Sir Rodney's Marmalade","15",3,"Argentina",NULL,"Buenos Aires",True
"Sir Rodney's Marmalade","5",3,"France",NULL,"Versailles",True
"Sir Rodney's Marmalade","50",3,"UK","Essex","Colchester",True
"Sir Rodney's Marmalade","39",4,"Austria",NULL,"Graz",True
"Sir Rodney's Marmalade","15",4,"Germany",NULL,"Cunewalde",True
"Sir Rodney's Marmalade","15",5,"UK",NULL,"London",True
"Sir Rodney's Marmalade","1",5,"USA","NM","Albuquerque",True
"Sir Rodney's Marmalade","40",7,"Belgium",NULL,"Charleroi",True
"Sir Rodney's Marmalade","21",7,"Germany",NULL,"Frankfurt a.M.",True
"Sir Rodney's Marmalade","20",8,"Brazil","SP","Sao Paulo",True
"Sir Rodney's Marmalade","6",8,"USA","NM","Albuquerque",True
"Sir Rodney's Marmalade","21",9,"USA","OR","Elgin",True
"Sir Rodney's Marmalade","12",12,"Brazil","SP","Sao Paulo",True
"Sir Rodney's Marmalade","28",12,"Sweden",NULL,"Luleå",True
"Sir Rodney's Scones","12",1,"Argentina",NULL,"Buenos Aires",False
"Sir Rodney's Scones","50",1,"Austria",NULL,"Graz",False
"Sir Rodney's Scones","30",1,"Brazil","SP","Sao Paulo",False
"Sir Rodney's Scones","40",1,"USA","WA","Seattle",False
"Sir Rodney's Scones","20",2,"Finland",NULL,"Helsinki",False
"Sir Rodney's Scones","40",2,"Germany",NULL,"Brandenburg",False
"Sir Rodney's Scones","40",2,"USA","CA","San Francisco",False
"Sir Rodney's Scones","40",2,"Venezuela","Lara","Barquisimeto",False
"Sir Rodney's Scones","40",3,"Belgium",NULL,"Bruxelles",False
"Sir Rodney's Scones","36",3,"Belgium",NULL,"Charleroi",False
"Sir Rodney's Scones","12",3,"Germany",NULL,"Mannheim",False
"Sir Rodney's Scones","60",3,"Germany",NULL,"München",False
"Sir Rodney's Scones","21",3,"Portugal",NULL,"Lisboa",False
"Sir Rodney's Scones","14",3,"UK",NULL,"London",False
"Sir Rodney's Scones","65",4,"Austria",NULL,"Graz",False
"Sir Rodney's Scones","3",4,"Germany",NULL,"Mannheim",False
"Sir Rodney's Scones","40",4,"Germany",NULL,"Stuttgart",False
"Sir Rodney's Scones","15",4,"USA","AK","Anchorage",False
