"produto","cidade_produto","pais_produto","data_inteira"
"Guaraná Fantástica","Brandenburg","Germany","1997-12-26"
"Konbu","Brandenburg","Germany","1997-12-26"
"Manjimup Dried Apples","London","UK","1997-12-26"
"Mozzarella di Giovanni","Cowes","UK","1997-12-26"
"Queso Cabrales","London","UK","1997-12-26"
"Raclette Courdavault","Brandenburg","Germany","1997-12-26"
"Tarte au sucre","Cowes","UK","1997-12-26"
"Tourtière","London","UK","1997-12-26"
"Alice Mutton","Madrid","Spain","1997-12-29"
"Manjimup Dried Apples","Kobenhavn","Denmark","1997-12-29"
"Nord-Ost Matjeshering","Kobenhavn","Denmark","1997-12-29"
"Pâté chinois","Kobenhavn","Denmark","1997-12-29"
"Tarte au sucre","Kobenhavn","Denmark","1997-12-29"
"Thüringer Rostbratwurst","Madrid","Spain","1997-12-29"
"Côte de Blaye","Portland","USA","1997-12-30"
"Ikura","London","UK","1997-12-30"
"Maxilaku","London","UK","1997-12-30"
"NuNuCa Nuß-Nougat-Creme","Resende","Brazil","1997-12-30"
"Raclette Courdavault","Resende","Brazil","1997-12-30"
"Rössle Sauerkraut","London","UK","1997-12-30"
"Sasquatch Ale","Portland","USA","1997-12-30"
"Teatime Chocolate Biscuits","Resende","Brazil","1997-12-30"
"Boston Crab Meat","Torino","Italy","1997-12-31"
"Chang","Lyon","France","1997-12-31"
"Longlife Tofu","Lyon","France","1997-12-31"
"Louisiana Fiery Hot Pepper Sauce","Lyon","France","1997-12-31"
"Filo Mix","Resende","Brazil","1998-01-01"
"Gnocchi di nonna Alice","Anchorage","USA","1998-01-01"
"Konbu","Vancouver","Canada","1998-01-01"
"Lakkalikööri","Anchorage","USA","1998-01-01"
"NuNuCa Nuß-Nougat-Creme","Vancouver","Canada","1998-01-01"
"Outback Lager","Vancouver","Canada","1998-01-01"
"Boston Crab Meat","I. de Margarita","Venezuela","1998-01-02"
"Gorgonzola Telino","Reggio Emilia","Italy","1998-01-02"
"Mozzarella di Giovanni","Reggio Emilia","Italy","1998-01-02"
"Original Frankfurter grüne Soße","Reggio Emilia","Italy","1998-01-02"
"Teatime Chocolate Biscuits","I. de Margarita","Venezuela","1998-01-02"
"Tunnbröd","I. de Margarita","Venezuela","1998-01-02"
"Chang","Rio de Janeiro","Brazil","1998-01-05"
"Chocolade","Lyon","France","1998-01-05"
"Geitost","Boise","USA","1998-01-05"
"Ipoh Coffee","Lyon","France","1998-01-05"
"Jack's New England Clam Chowder","Lyon","France","1998-01-05"
"Sirop d'érable","Lyon","France","1998-01-05"
"Spegesild","Rio de Janeiro","Brazil","1998-01-05"
"Boston Crab Meat","Brandenburg","Germany","1998-01-06"
"Côte de Blaye","Brandenburg","Germany","1998-01-06"
"Côte de Blaye","Eugene","USA","1998-01-06"
"Gumbär Gummibärchen","Brandenburg","Germany","1998-01-06"
"Tarte au sucre","Brandenburg","Germany","1998-01-06"
"Tarte au sucre","Eugene","USA","1998-01-06"
"Gnocchi di nonna Alice","Albuquerque","USA","1998-01-07"
"Ipoh Coffee","Buenos Aires","Argentina","1998-01-07"
"Jack's New England Clam Chowder","Bergamo","Italy","1998-01-07"
"Mascarpone Fabioli","Bergamo","Italy","1998-01-07"
"Rhönbräu Klosterbier","Buenos Aires","Argentina","1998-01-07"
"Manjimup Dried Apples","Lander","USA","1998-01-08"
"Outback Lager","Kirkland","USA","1998-01-08"
"Steeleye Stout","Lander","USA","1998-01-08"
"Tarte au sucre","Kirkland","USA","1998-01-08"
"Gumbär Gummibärchen","Aachen","Germany","1998-01-09"
"Jack's New England Clam Chowder","Bräcke","Sweden","1998-01-09"
"Original Frankfurter grüne Soße","Barquisimeto","Venezuela","1998-01-09"
"Outback Lager","Bräcke","Sweden","1998-01-09"
"Perth Pasties","Aachen","Germany","1998-01-09"
"Queso Cabrales","Barquisimeto","Venezuela","1998-01-09"
"Raclette Courdavault","Barquisimeto","Venezuela","1998-01-09"
"Ravioli Angelo","Barquisimeto","Venezuela","1998-01-09"
"Chartreuse verte","Marseille","France","1998-01-12"
"Gorgonzola Telino","Strasbourg","France","1998-01-12"
"Ikura","Marseille","France","1998-01-12"
"Ravioli Angelo","Strasbourg","France","1998-01-12"
"Camembert Pierrot","Cowes","UK","1998-01-13"
"Camembert Pierrot","Sao Paulo","Brazil","1998-01-13"
"Chang","Cowes","UK","1998-01-13"
"Chartreuse verte","Sao Paulo","Brazil","1998-01-13"
"Côte de Blaye","Buenos Aires","Argentina","1998-01-13"
"Grandma's Boysenberry Spread","Sao Paulo","Brazil","1998-01-13"
"Konbu","Cowes","UK","1998-01-13"
"Northwoods Cranberry Sauce","Cowes","UK","1998-01-13"
"Scottish Longbreads","Sao Paulo","Brazil","1998-01-13"
"Sir Rodney's Marmalade","Buenos Aires","Argentina","1998-01-13"
"Côte de Blaye","Stavern","Norway","1998-01-14"
"Gula Malacca","Toulouse","France","1998-01-14"
"Ipoh Coffee","Stavern","Norway","1998-01-14"
"Konbu","Toulouse","France","1998-01-14"
"NuNuCa Nuß-Nougat-Creme","Toulouse","France","1998-01-14"
"Steeleye Stout","Stavern","Norway","1998-01-14"
"Teatime Chocolate Biscuits","Stavern","Norway","1998-01-14"
"Wimmers gute Semmelknödel","Toulouse","France","1998-01-14"
"Gorgonzola Telino","Köln","Germany","1998-01-15"
"Nord-Ost Matjeshering","Sao Paulo","Brazil","1998-01-15"
"Original Frankfurter grüne Soße","Berlin","Germany","1998-01-15"
"Perth Pasties","Köln","Germany","1998-01-15"
"Raclette Courdavault","Berlin","Germany","1998-01-15"
"Thüringer Rostbratwurst","Sao Paulo","Brazil","1998-01-15"
"Uncle Bob's Organic Dried Pears","Köln","Germany","1998-01-15"
"Boston Crab Meat","Luleå","Sweden","1998-01-16"
"Camembert Pierrot","Graz","Austria","1998-01-16"
"Gustaf's Knäckebröd","Graz","Austria","1998-01-16"
"Konbu","Luleå","Sweden","1998-01-16"
"Lakkalikööri","Luleå","Sweden","1998-01-16"
"Ravioli Angelo","Graz","Austria","1998-01-16"
"Steeleye Stout","Graz","Austria","1998-01-16"
"Wimmers gute Semmelknödel","Graz","Austria","1998-01-16"
"Zaanse koeken","Luleå","Sweden","1998-01-16"
"Carnarvon Tigers","I. de Margarita","Venezuela","1998-01-19"
"Chai","I. de Margarita","Venezuela","1998-01-19"
"Chartreuse verte","I. de Margarita","Venezuela","1998-01-19"
"Escargots de Bourgogne","Sao Paulo","Brazil","1998-01-19"
"Inlagd Sill","I. de Margarita","Venezuela","1998-01-19"
"Mozzarella di Giovanni","Sao Paulo","Brazil","1998-01-19"
"NuNuCa Nuß-Nougat-Creme","I. de Margarita","Venezuela","1998-01-19"
"Gnocchi di nonna Alice","Charleroi","Belgium","1998-01-20"
"Ikura","Charleroi","Belgium","1998-01-20"
"Ipoh Coffee","México D.F.","Mexico","1998-01-20"
"Original Frankfurter grüne Soße","Charleroi","Belgium","1998-01-20"
"Outback Lager","México D.F.","Mexico","1998-01-20"
"Queso Cabrales","México D.F.","Mexico","1998-01-20"
"Raclette Courdavault","Charleroi","Belgium","1998-01-20"
"Scottish Longbreads","México D.F.","Mexico","1998-01-20"
"Escargots de Bourgogne","Cunewalde","Germany","1998-01-21"
"Gustaf's Knäckebröd","Salzburg","Austria","1998-01-21"
"Manjimup Dried Apples","Lyon","France","1998-01-21"
"Singaporean Hokkien Fried Mee","Cunewalde","Germany","1998-01-21"
"Steeleye Stout","Cunewalde","Germany","1998-01-21"
"Tunnbröd","Cunewalde","Germany","1998-01-21"
"Wimmers gute Semmelknödel","Cunewalde","Germany","1998-01-21"
"Camembert Pierrot","Boise","USA","1998-01-22"
"Chai","Boise","USA","1998-01-22"
"Chef Anton's Cajun Seasoning","Charleroi","Belgium","1998-01-22"
"Flotemysost","Boise","USA","1998-01-22"
"Gravad lax","Boise","USA","1998-01-22"
"Longlife Tofu","Charleroi","Belgium","1998-01-22"
"Outback Lager","Charleroi","Belgium","1998-01-22"
"Rogede sild","Boise","USA","1998-01-22"
"Teatime Chocolate Biscuits","Boise","USA","1998-01-22"
"Aniseed Syrup","Brandenburg","Germany","1998-01-23"
"Chef Anton's Gumbo Mix","London","UK","1998-01-23"
"Geitost","Lyon","France","1998-01-23"
"Gumbär Gummibärchen","Brandenburg","Germany","1998-01-23"
"Mishi Kobe Niku","London","UK","1998-01-23"
"NuNuCa Nuß-Nougat-Creme","Lyon","France","1998-01-23"
"Outback Lager","Lyon","France","1998-01-23"
"Alice Mutton","Albuquerque","USA","1998-01-26"
"Chang","Albuquerque","USA","1998-01-26"
"Chang","Rio de Janeiro","Brazil","1998-01-26"
"NuNuCa Nuß-Nougat-Creme","Rio de Janeiro","Brazil","1998-01-26"
"Raclette Courdavault","Rio de Janeiro","Brazil","1998-01-26"
"Ravioli Angelo","Rio de Janeiro","Brazil","1998-01-26"
"Tarte au sucre","Albuquerque","USA","1998-01-26"
"Carnarvon Tigers","Mannheim","Germany","1998-01-27"
"Gnocchi di nonna Alice","Anchorage","USA","1998-01-27"
"Gorgonzola Telino","Anchorage","USA","1998-01-27"
"Ikura","Graz","Austria","1998-01-27"
"Konbu","Graz","Austria","1998-01-27"
"Louisiana Fiery Hot Pepper Sauce","Anchorage","USA","1998-01-27"
"Pavlova","Anchorage","USA","1998-01-27"
"Aniseed Syrup","Luleå","Sweden","1998-01-28"
"Chang","México D.F.","Mexico","1998-01-28"
"Gumbär Gummibärchen","Luleå","Sweden","1998-01-28"
"Singaporean Hokkien Fried Mee","México D.F.","Mexico","1998-01-28"
"Thüringer Rostbratwurst","Luleå","Sweden","1998-01-28"
"Guaraná Fantástica","München","Germany","1998-01-29"
"Lakkalikööri","Nantes","France","1998-01-29"
"Manjimup Dried Apples","Nantes","France","1998-01-29"
"Outback Lager","Versailles","France","1998-01-29"
"Schoggi Schokolade","Versailles","France","1998-01-29"
"Tourtière","München","Germany","1998-01-29"
"Uncle Bob's Organic Dried Pears","Versailles","France","1998-01-29"
"Wimmers gute Semmelknödel","München","Germany","1998-01-29"
"Alice Mutton","Seattle","USA","1998-01-30"
"Carnarvon Tigers","Seattle","USA","1998-01-30"
"Filo Mix","Frankfurt a.M.","Germany","1998-01-30"
"Geitost","Seattle","USA","1998-01-30"
"Queso Cabrales","Frankfurt a.M.","Germany","1998-01-30"
"Sir Rodney's Scones","Seattle","USA","1998-01-30"
"Tarte au sucre","Seattle","USA","1998-01-30"
"Chai","San Cristóbal","Venezuela","1998-02-02"
"Chartreuse verte","Cunewalde","Germany","1998-02-02"
"Côte de Blaye","Cunewalde","Germany","1998-02-02"
"Escargots de Bourgogne","San Cristóbal","Venezuela","1998-02-02"
"Laughing Lumberjack Lager","Colchester","UK","1998-02-02"
"Steeleye Stout","Colchester","UK","1998-02-02"
"Chang","Luleå","Sweden","1998-02-03"
"Guaraná Fantástica","Luleå","Sweden","1998-02-03"
"Nord-Ost Matjeshering","Luleå","Sweden","1998-02-03"
"Perth Pasties","Portland","USA","1998-02-03"
"Chai","London","UK","1998-02-04"
"Gumbär Gummibärchen","Sao Paulo","Brazil","1998-02-04"
"Manjimup Dried Apples","Warszawa","Poland","1998-02-04"
"Maxilaku","Sao Paulo","Brazil","1998-02-04"
"Queso Cabrales","London","UK","1998-02-04"
"Scottish Longbreads","London","UK","1998-02-04"
"Steeleye Stout","Sao Paulo","Brazil","1998-02-04"
"Steeleye Stout","Warszawa","Poland","1998-02-04"
"Tunnbröd","London","UK","1998-02-04"
"Alice Mutton","Marseille","France","1998-02-05"
"Grandma's Boysenberry Spread","Marseille","France","1998-02-05"
"Louisiana Fiery Hot Pepper Sauce","Sevilla","Spain","1998-02-05"
"Pâté chinois","Sevilla","Spain","1998-02-05"
"Pavlova","Marseille","France","1998-02-05"
"Tarte au sucre","Sevilla","Spain","1998-02-05"
"Wimmers gute Semmelknödel","Sevilla","Spain","1998-02-05"
"Ikura","Sevilla","Spain","1998-02-06"
"Maxilaku","Luleå","Sweden","1998-02-06"
"Rössle Sauerkraut","Helsinki","Finland","1998-02-06"
"Sir Rodney's Scones","Helsinki","Finland","1998-02-06"
"Teatime Chocolate Biscuits","Luleå","Sweden","1998-02-06"
"Zaanse koeken","Luleå","Sweden","1998-02-06"
"Carnarvon Tigers","Rio de Janeiro","Brazil","1998-02-09"
"Pavlova","Rio de Janeiro","Brazil","1998-02-09"
"Spegesild","Marseille","France","1998-02-09"
"Wimmers gute Semmelknödel","Marseille","France","1998-02-09"
"Boston Crab Meat","Helsinki","Finland","1998-02-10"
"Lakkalikööri","Helsinki","Finland","1998-02-10"
"Louisiana Fiery Hot Pepper Sauce","Helsinki","Finland","1998-02-10"
"Outback Lager","Bräcke","Sweden","1998-02-10"
"Sir Rodney's Marmalade","Cunewalde","Germany","1998-02-10"
"Sirop d'érable","Bräcke","Sweden","1998-02-10"
"Tunnbröd","Bräcke","Sweden","1998-02-10"
"Maxilaku","Boise","USA","1998-02-11"
"Röd Kaviar","Buenos Aires","Argentina","1998-02-11"
"Singaporean Hokkien Fried Mee","Boise","USA","1998-02-11"
"Tourtière","Boise","USA","1998-02-11"
"Chang","Charleroi","Belgium","1998-02-12"
"Gnocchi di nonna Alice","San Francisco","USA","1998-02-12"
"Guaraná Fantástica","Charleroi","Belgium","1998-02-12"
"Guaraná Fantástica","Portland","USA","1998-02-12"
"Louisiana Fiery Hot Pepper Sauce","San Francisco","USA","1998-02-12"
"Original Frankfurter grüne Soße","Charleroi","Belgium","1998-02-12"
"Outback Lager","Charleroi","Belgium","1998-02-12"
"Sir Rodney's Scones","San Francisco","USA","1998-02-12"
"Gorgonzola Telino","Rio de Janeiro","Brazil","1998-02-13"
"Ikura","Rio de Janeiro","Brazil","1998-02-13"
"NuNuCa Nuß-Nougat-Creme","Barcelona","Spain","1998-02-13"
"Original Frankfurter grüne Soße","Rio de Janeiro","Brazil","1998-02-13"
"Alice Mutton","Nantes","France","1998-02-16"
"Chang","Sevilla","Spain","1998-02-16"
"Côte de Blaye","Albuquerque","USA","1998-02-16"
"Jack's New England Clam Chowder","Nantes","France","1998-02-16"
"Queso Cabrales","Albuquerque","USA","1998-02-16"
"Sasquatch Ale","Nantes","France","1998-02-16"
"Scottish Longbreads","Sevilla","Spain","1998-02-16"
"Nord-Ost Matjeshering","Frankfurt a.M.","Germany","1998-02-17"
"Raclette Courdavault","Bruxelles","Belgium","1998-02-17"
"Boston Crab Meat","Graz","Austria","1998-02-18"
"Camembert Pierrot","Graz","Austria","1998-02-18"
"Chartreuse verte","Graz","Austria","1998-02-18"
"Guaraná Fantástica","Brandenburg","Germany","1998-02-18"
"Guaraná Fantástica","Graz","Austria","1998-02-18"
"Gudbrandsdalsost","Boise","USA","1998-02-18"
"Inlagd Sill","Brandenburg","Germany","1998-02-18"
"Konbu","Boise","USA","1998-02-18"
"Nord-Ost Matjeshering","Brandenburg","Germany","1998-02-18"
"Northwoods Cranberry Sauce","Brandenburg","Germany","1998-02-18"
"Rhönbräu Klosterbier","Boise","USA","1998-02-18"
"Thüringer Rostbratwurst","Brandenburg","Germany","1998-02-18"
"Gnocchi di nonna Alice","Bruxelles","Belgium","1998-02-19"
"Nord-Ost Matjeshering","Cork","Ireland","1998-02-19"
"Rogede sild","Bruxelles","Belgium","1998-02-19"
"Thüringer Rostbratwurst","Cork","Ireland","1998-02-19"
"Chartreuse verte","Barquisimeto","Venezuela","1998-02-20"
"Konbu","Buenos Aires","Argentina","1998-02-20"
"Outback Lager","Resende","Brazil","1998-02-20"
"Flotemysost","San Cristóbal","Venezuela","1998-02-23"
"Jack's New England Clam Chowder","San Cristóbal","Venezuela","1998-02-23"
"Pâté chinois","Bräcke","Sweden","1998-02-23"
"Tarte au sucre","Bräcke","Sweden","1998-02-23"
"Chai","Resende","Brazil","1998-02-24"
"Escargots de Bourgogne","Seattle","USA","1998-02-24"
"Konbu","Rio de Janeiro","Brazil","1998-02-24"
"Louisiana Fiery Hot Pepper Sauce","Rio de Janeiro","Brazil","1998-02-24"
"Scottish Longbreads","Rio de Janeiro","Brazil","1998-02-24"
"Tarte au sucre","Seattle","USA","1998-02-24"
"Rhönbräu Klosterbier","Paris","France","1998-02-25"
"Sirop d'érable","Warszawa","Poland","1998-02-25"
"Alice Mutton","Sevilla","Spain","1998-02-26"
"Chai","Sevilla","Spain","1998-02-26"
"Chef Anton's Cajun Seasoning","Sao Paulo","Brazil","1998-02-26"
"Escargots de Bourgogne","Sao Paulo","Brazil","1998-02-26"
"Filo Mix","Reggio Emilia","Italy","1998-02-26"
"Geitost","Sao Paulo","Brazil","1998-02-26"
"Jack's New England Clam Chowder","Stavern","Norway","1998-02-26"
"Laughing Lumberjack Lager","Sevilla","Spain","1998-02-26"
"Maxilaku","Helsinki","Finland","1998-02-26"
"Pavlova","Stavern","Norway","1998-02-26"
"Queso Cabrales","Cork","Ireland","1998-02-26"
"Sirop d'érable","Helsinki","Finland","1998-02-26"
"Teatime Chocolate Biscuits","Helsinki","Finland","1998-02-26"
"Thüringer Rostbratwurst","Cork","Ireland","1998-02-26"
"Uncle Bob's Organic Dried Pears","Reggio Emilia","Italy","1998-02-26"
"Uncle Bob's Organic Dried Pears","Stavern","Norway","1998-02-26"
"Alice Mutton","México D.F.","Mexico","1998-02-27"
"Flotemysost","Sao Paulo","Brazil","1998-02-27"
"Geitost","México D.F.","Mexico","1998-02-27"
"Mascarpone Fabioli","Buenos Aires","Argentina","1998-02-27"
"Pavlova","Buenos Aires","Argentina","1998-02-27"
"Ravioli Angelo","Buenos Aires","Argentina","1998-02-27"
"Tourtière","México D.F.","Mexico","1998-02-27"
"Boston Crab Meat","I. de Margarita","Venezuela","1998-03-02"
"Camembert Pierrot","Madrid","Spain","1998-03-02"
"Camembert Pierrot","Tsawassen","Canada","1998-03-02"
"Chai","Tsawassen","Canada","1998-03-02"
"Nord-Ost Matjeshering","Madrid","Spain","1998-03-02"
"NuNuCa Nuß-Nougat-Creme","I. de Margarita","Venezuela","1998-03-02"
"Pavlova","I. de Margarita","Venezuela","1998-03-02"
"Alice Mutton","Rio de Janeiro","Brazil","1998-03-03"
"Guaraná Fantástica","Rio de Janeiro","Brazil","1998-03-03"
"Ipoh Coffee","Toulouse","France","1998-03-03"
"Laughing Lumberjack Lager","Toulouse","France","1998-03-03"
"Singaporean Hokkien Fried Mee","Toulouse","France","1998-03-03"
"Steeleye Stout","Århus","Denmark","1998-03-03"
"Valkoinen suklaa","Colchester","UK","1998-03-03"
"Vegie-spread","Århus","Denmark","1998-03-03"
"Filo Mix","Rio de Janeiro","Brazil","1998-03-04"
"Ikura","Luleå","Sweden","1998-03-04"
"Inlagd Sill","Rio de Janeiro","Brazil","1998-03-04"
"Konbu","México D.F.","Mexico","1998-03-04"
"Mozzarella di Giovanni","México D.F.","Mexico","1998-03-04"
"Queso Cabrales","México D.F.","Mexico","1998-03-04"
"Rhönbräu Klosterbier","Luleå","Sweden","1998-03-04"
"Rössle Sauerkraut","Luleå","Sweden","1998-03-04"
"Teatime Chocolate Biscuits","México D.F.","Mexico","1998-03-04"
"Filo Mix","Versailles","France","1998-03-05"
"Lakkalikööri","Barcelona","Spain","1998-03-05"
"Lakkalikööri","Versailles","France","1998-03-05"
"Original Frankfurter grüne Soße","München","Germany","1998-03-05"
"Rhönbräu Klosterbier","München","Germany","1998-03-05"
"Sir Rodney's Marmalade","Versailles","France","1998-03-05"
"Sir Rodney's Scones","München","Germany","1998-03-05"
"Zaanse koeken","Barcelona","Spain","1998-03-05"
"Escargots de Bourgogne","Charleroi","Belgium","1998-03-06"
"Konbu","Genève","Switzerland","1998-03-06"
"Mozzarella di Giovanni","Marseille","France","1998-03-06"
"Pâté chinois","Charleroi","Belgium","1998-03-06"
"Pavlova","Marseille","France","1998-03-06"
"Perth Pasties","Cowes","UK","1998-03-06"
"Ravioli Angelo","Genève","Switzerland","1998-03-06"
"Rhönbräu Klosterbier","Marseille","France","1998-03-06"
"Schoggi Schokolade","Charleroi","Belgium","1998-03-06"
"Sir Rodney's Scones","Charleroi","Belgium","1998-03-06"
"Sirop d'érable","Cowes","UK","1998-03-06"
"Tarte au sucre","Marseille","France","1998-03-06"
"Carnarvon Tigers","Resende","Brazil","1998-03-09"
"Chai","Resende","Brazil","1998-03-09"
"Grandma's Boysenberry Spread","Frankfurt a.M.","Germany","1998-03-09"
"Inlagd Sill","Eugene","USA","1998-03-09"
"Tunnbröd","Resende","Brazil","1998-03-09"
"Camembert Pierrot","Cunewalde","Germany","1998-03-10"
"Chang","Bergamo","Italy","1998-03-10"
"Flotemysost","Cunewalde","Germany","1998-03-10"
"Ipoh Coffee","Cunewalde","Germany","1998-03-10"
"Konbu","Cunewalde","Germany","1998-03-10"
"Laughing Lumberjack Lager","Bergamo","Italy","1998-03-10"
"Rössle Sauerkraut","Buenos Aires","Argentina","1998-03-10"
"Sasquatch Ale","Buenos Aires","Argentina","1998-03-10"
"Gorgonzola Telino","Boise","USA","1998-03-11"
"Gustaf's Knäckebröd","London","UK","1998-03-11"
"Konbu","London","UK","1998-03-11"
"Konbu","Marseille","France","1998-03-11"
"Maxilaku","Reggio Emilia","Italy","1998-03-11"
"Mozzarella di Giovanni","Boise","USA","1998-03-11"
"Scottish Longbreads","Boise","USA","1998-03-11"
"Spegesild","London","UK","1998-03-11"
"Tarte au sucre","Boise","USA","1998-03-11"
"Uncle Bob's Organic Dried Pears","Marseille","France","1998-03-11"
"Gnocchi di nonna Alice","Tsawassen","Canada","1998-03-12"
"Gorgonzola Telino","Leipzig","Germany","1998-03-12"
"Guaraná Fantástica","Århus","Denmark","1998-03-12"
"Gula Malacca","Tsawassen","Canada","1998-03-12"
"Ikura","Århus","Denmark","1998-03-12"
"Konbu","Leipzig","Germany","1998-03-12"
"Original Frankfurter grüne Soße","Århus","Denmark","1998-03-12"
"Queso Cabrales","Tsawassen","Canada","1998-03-12"
"Alice Mutton","Tsawassen","Canada","1998-03-13"
"Grandma's Boysenberry Spread","Tsawassen","Canada","1998-03-13"
"Ikura","Tsawassen","Canada","1998-03-13"
"Manjimup Dried Apples","Sevilla","Spain","1998-03-13"
"Pâté chinois","Sevilla","Spain","1998-03-13"
"Raclette Courdavault","London","UK","1998-03-13"
"Tarte au sucre","Tsawassen","Canada","1998-03-13"
"Valkoinen suklaa","Sevilla","Spain","1998-03-13"
"Chef Anton's Cajun Seasoning","Bergamo","Italy","1998-03-16"
"Geitost","Genève","Switzerland","1998-03-16"
"Gorgonzola Telino","Colchester","UK","1998-03-16"
"Grandma's Boysenberry Spread","Berlin","Germany","1998-03-16"
"Jack's New England Clam Chowder","Genève","Switzerland","1998-03-16"
"Rhönbräu Klosterbier","Genève","Switzerland","1998-03-16"
"Rössle Sauerkraut","Berlin","Germany","1998-03-16"
"Sir Rodney's Marmalade","Colchester","UK","1998-03-16"
"Camembert Pierrot","I. de Margarita","Venezuela","1998-03-17"
"Gorgonzola Telino","I. de Margarita","Venezuela","1998-03-17"
"Manjimup Dried Apples","Mannheim","Germany","1998-03-17"
"Pavlova","I. de Margarita","Venezuela","1998-03-17"
"Rhönbräu Klosterbier","Bräcke","Sweden","1998-03-17"
"Rogede sild","I. de Margarita","Venezuela","1998-03-17"
"Sir Rodney's Scones","Mannheim","Germany","1998-03-17"
"Zaanse koeken","Mannheim","Germany","1998-03-17"
"Chef Anton's Gumbo Mix","Buenos Aires","Argentina","1998-03-18"
"Mozzarella di Giovanni","Buenos Aires","Argentina","1998-03-18"
"Nord-Ost Matjeshering","San Cristóbal","Venezuela","1998-03-18"
"Rhönbräu Klosterbier","Campinas","Brazil","1998-03-18"
"Steeleye Stout","San Cristóbal","Venezuela","1998-03-18"
"Uncle Bob's Organic Dried Pears","Buenos Aires","Argentina","1998-03-18"
"Wimmers gute Semmelknödel","San Cristóbal","Venezuela","1998-03-18"
"Camembert Pierrot","Lisboa","Portugal","1998-03-19"
"Filo Mix","Sao Paulo","Brazil","1998-03-19"
"Guaraná Fantástica","San Cristóbal","Venezuela","1998-03-19"
"Gudbrandsdalsost","Cunewalde","Germany","1998-03-19"
"Jack's New England Clam Chowder","San Cristóbal","Venezuela","1998-03-19"
"Konbu","Cunewalde","Germany","1998-03-19"
"Lakkalikööri","Cunewalde","Germany","1998-03-19"
"Lakkalikööri","Sao Paulo","Brazil","1998-03-19"
"Perth Pasties","Cunewalde","Germany","1998-03-19"
"Uncle Bob's Organic Dried Pears","Cunewalde","Germany","1998-03-19"
"Carnarvon Tigers","Paris","France","1998-03-20"
"Côte de Blaye","Paris","France","1998-03-20"
"Gnocchi di nonna Alice","Bern","Switzerland","1998-03-20"
"Gravad lax","Bern","Switzerland","1998-03-20"
"Gudbrandsdalsost","Paris","France","1998-03-20"
"Manjimup Dried Apples","Anchorage","USA","1998-03-20"
"Tarte au sucre","Bern","Switzerland","1998-03-20"
"Guaraná Fantástica","Graz","Austria","1998-03-23"
"Maxilaku","Münster","Germany","1998-03-23"
"Queso Manchego La Pastora","Graz","Austria","1998-03-23"
"Spegesild","Sao Paulo","Brazil","1998-03-23"
"Teatime Chocolate Biscuits","Münster","Germany","1998-03-23"
"Wimmers gute Semmelknödel","Graz","Austria","1998-03-23"
"Alice Mutton","Versailles","France","1998-03-24"
"Filo Mix","Madrid","Spain","1998-03-24"
"Geitost","Versailles","France","1998-03-24"
"Gumbär Gummibärchen","Versailles","France","1998-03-24"
"Jack's New England Clam Chowder","Versailles","France","1998-03-24"
"Rhönbräu Klosterbier","Versailles","France","1998-03-24"
"Thüringer Rostbratwurst","Nantes","France","1998-03-24"
"Northwoods Cranberry Sauce","Tsawassen","Canada","1998-03-25"
"Rhönbräu Klosterbier","Tsawassen","Canada","1998-03-25"
"Rössle Sauerkraut","San Cristóbal","Venezuela","1998-03-25"
"Vegie-spread","Lander","USA","1998-03-25"
"Boston Crab Meat","Bruxelles","Belgium","1998-03-26"
"Chartreuse verte","Bräcke","Sweden","1998-03-26"
"Gorgonzola Telino","Graz","Austria","1998-03-26"
"Guaraná Fantástica","Graz","Austria","1998-03-26"
"Gula Malacca","Bruxelles","Belgium","1998-03-26"
"Manjimup Dried Apples","Bräcke","Sweden","1998-03-26"
"Northwoods Cranberry Sauce","Bruxelles","Belgium","1998-03-26"
"Queso Manchego La Pastora","Graz","Austria","1998-03-26"
"Schoggi Schokolade","Graz","Austria","1998-03-26"
"Sir Rodney's Scones","Bruxelles","Belgium","1998-03-26"
"Uncle Bob's Organic Dried Pears","Graz","Austria","1998-03-26"
"Vegie-spread","Bräcke","Sweden","1998-03-26"
"Vegie-spread","Graz","Austria","1998-03-26"
"Zaanse koeken","Bräcke","Sweden","1998-03-26"
"Côte de Blaye","Rio de Janeiro","Brazil","1998-03-27"
"Ipoh Coffee","Tsawassen","Canada","1998-03-27"
"Konbu","Boise","USA","1998-03-27"
"Ravioli Angelo","Boise","USA","1998-03-27"
"Rhönbräu Klosterbier","Bräcke","Sweden","1998-03-27"
"Uncle Bob's Organic Dried Pears","Tsawassen","Canada","1998-03-27"
"Carnarvon Tigers","Cork","Ireland","1998-03-30"
"Guaraná Fantástica","Boise","USA","1998-03-30"
"Inlagd Sill","Boise","USA","1998-03-30"
"Lakkalikööri","Buenos Aires","Argentina","1998-03-30"
"Mascarpone Fabioli","Cork","Ireland","1998-03-30"
"Original Frankfurter grüne Soße","Buenos Aires","Argentina","1998-03-30"
"Pavlova","Boise","USA","1998-03-30"
"Pavlova","Cork","Ireland","1998-03-30"
"Queso Cabrales","Buenos Aires","Argentina","1998-03-30"
"Sir Rodney's Marmalade","Buenos Aires","Argentina","1998-03-30"
"Grandma's Boysenberry Spread","Rio de Janeiro","Brazil","1998-03-31"
"Ipoh Coffee","London","UK","1998-03-31"
"Jack's New England Clam Chowder","Rio de Janeiro","Brazil","1998-03-31"
"Mozzarella di Giovanni","London","UK","1998-03-31"
